walletid,Wallet Create Date,Wallet Create Stage,Movement 202101,Movement 202102,Movement 202103,Movement 202104,Movement 202101 - 202104
GSEzBToqA1HRbMskhCad6xSEw4ozMxxNjm,20201002,Pre Launch,0.00,-1 493 330.41,0.00,0.00,-1 493 330.41
GTYKK9o7ffjSd2DWBUhmkHvv7sLUyRACFQ,20201002,Pre Launch,0.00,-1 463 512.97,0.00,0.00,-1 463 512.97
GZNMJSx58CbmPYjZ9ntzfEfHGr6Fbhib26,20201002,Pre Launch,0.00,-1 428 999.14,0.00,0.00,-1 428 999.14
GeTQPxFBEizcjLxxBkFF7EsEWDTxpyjccL,20201002,Pre Launch,0.00,-1 379 985.12,0.00,0.00,-1 379 985.12
GPoJmAfzLmGERy1Xz2bmidj7xAmVTHXFUj,20201002,Pre Launch,0.00,-1 351 942.48,0.00,0.00,-1 351 942.48
GUTt3uoJm9K3HAENu35VTWH3Mm1Gda4LTc,20201002,Pre Launch,0.00,-1 348 615.43,0.00,0.00,-1 348 615.43
GNBGCJCQ9f8mJZQ15cs7vVhYF4RD5w5L91,20201001,Pre Launch,0.00,-1 335 523.93,0.00,0.00,-1 335 523.93
GNNPF72UytcBcYAjuURCRsQfbhwqfTZ4HE,20201002,Pre Launch,0.00,-1 311 734.61,0.00,0.00,-1 311 734.61
GToJZBNZG5adxZHGcaTW7peB9e7e3tRBov,20201002,Pre Launch,0.00,-1 302 364.39,0.00,0.00,-1 302 364.39
GQYsms8HbaZHaqssUkCTxaz7dqTCQXf2dN,20201002,Pre Launch,0.00,-1 297 047.59,0.00,0.00,-1 297 047.59
Gf3oAK7XuJfrJEKeGdNENN31wi1WJeisgN,20201002,Pre Launch,0.00,-1 259 223.93,0.00,0.00,-1 259 223.93
GYwWHeRmjS7MQCQeMhuviR2P5KV6QpvKfA,20201002,Pre Launch,0.00,-1 246 438.14,0.00,0.00,-1 246 438.14
GegswrG7EAWcJr7eVK1fLeRqnVkmEvfabx,20201002,Pre Launch,0.00,-1 227 521.58,0.00,0.00,-1 227 521.58
GdbHbeMoosofmKSDpt7gFU5HkgGSnWjch4,20201002,Pre Launch,0.00,-1 169 441.03,0.00,0.00,-1 169 441.03
GfW6qrLLVGsKHqC4SJmhE9xbCX4aNg3bJA,20201002,Pre Launch,0.00,-1 126 211.12,0.00,0.00,-1 126 211.12
GMeL7mG3nELWV4GJfArZgcz1FvU1NQ2KbN,20201002,Pre Launch,0.00,-1 125 641.03,0.00,0.00,-1 125 641.03
GPb55Hrgp5WVCKHibZ7XTUvWFhK7o5gQVZ,20201002,Pre Launch,0.00,-1 044 310.43,0.00,0.00,-1 044 310.43
GWQFFEbhZiGKiTCQ6zn5S5VtETzskobjFU,20201002,Pre Launch,0.00,-1 036 713.37,0.00,0.00,-1 036 713.37
GRmXMgGm8KJbWMrNUc76UV52dBpm71eHVF,20201002,Pre Launch,0.00,-1 007 297.51,0.00,0.00,-1 007 297.51
GfdxeYG4GDDtV1RpNSZiQzzJxY175SmAH5,20201002,Pre Launch,0.00,-1 006 240.59,0.00,0.00,-1 006 240.59
GWKMMrqEqkRLckAEYo4E2DttPyQSfQvDRA,20201002,Pre Launch,0.00,-1 003 492.80,0.00,0.00,-1 003 492.80
GSau3sqb4Z3S1avV5i5fgsrJnyGq3XUTFw,20201002,Pre Launch,0.00,-1 001 187.05,0.00,0.00,-1 001 187.05
GVYmWiVySvy6L1D9ToaZkqN8xxoppAKUTW,20201002,Pre Launch,0.00,-979 451.60,0.00,0.00,-979 451.60
GZpCWpBuodcxmts4HLtyuE65ucjRTTn6oJ,20201002,Pre Launch,0.00,-977 245.00,0.00,0.00,-977 245.00
GPPgyLzkKL8aroiNGyKHExJt6CszB8hp8G,20201002,Pre Launch,0.00,-842 369.70,0.00,0.00,-842 369.70
GdDDyoNzs7H2H3LBuWRB8eqZ9LJ8d3it3u,20201002,Pre Launch,0.00,-841 024.62,0.00,0.00,-841 024.62
GckvPaMomGdLPEpg4GQmD6YfWyojR2byYy,20201002,Pre Launch,0.00,-822 141.42,0.00,0.00,-822 141.42
GJfrjqnHpAk7uWL7cFUVjRTVTEeJEo4KhT,20201002,Pre Launch,0.00,-798 660.30,0.00,0.00,-798 660.30
GMYiSsXpEmNMGViE8qcJapAjikQg5te6N2,20201002,Pre Launch,0.00,-780 528.55,0.00,0.00,-780 528.55
GdWPwGiqrJwB3ecHg1njCXvRPrc4gaczMB,20201002,Pre Launch,0.00,-741 700.19,0.00,0.00,-741 700.19
GJ7RGq7maighdBhzkoxnm4dgq9fQsHYB9g,20201002,Pre Launch,0.00,-730 213.94,0.00,0.00,-730 213.94
GgqkNb6Ed4Urw1QwdkfFTdD7koMjcRnYdb,20201002,Pre Launch,0.00,-717 458.68,0.00,0.00,-717 458.68
GLji7SbZ43L5CyGsU4r7MP8tE5ekQQdMyc,20201002,Pre Launch,0.00,-716 497.02,0.00,0.00,-716 497.02
GTSpoMvc79MymkgQzULFV8UTTPajHKVYtB,20201002,Pre Launch,0.00,-709 263.91,0.00,0.00,-709 263.91
GgyKVBPB3a2pTnBaZH3xqz2fBAzBWuDKLN,20201002,Pre Launch,0.00,-701 434.77,0.00,0.00,-701 434.77
GeEf42sym3mjNr2cHcaBwnLWPwx51G3J2w,20201002,Pre Launch,0.00,-675 322.97,0.00,0.00,-675 322.97
GMDSh3Ygd9MkgJpAAi4mzvyEzu73X6Ewk3,20201002,Pre Launch,0.00,-557 267.92,0.00,0.00,-557 267.92
GHyyBEHQFg6xaQutY14R72jxm3vXawxA6m,20201002,Pre Launch,0.00,-515 281.54,0.00,0.00,-515 281.54
GMHd3WBR1gzZbxtqgyePh3EwiLihzVJuN4,20201002,Pre Launch,0.00,-503 021.08,0.00,0.00,-503 021.08
GeGUSepyYzUggDKVnG962nCRt89L7FHfeh,20201002,Pre Launch,0.00,-501 540.19,0.00,0.00,-501 540.19
GNWLvjKWwe73Y1ckt4C1S2VxTXMs6VNkrC,20201002,Pre Launch,0.00,-462 062.75,0.00,0.00,-462 062.75
GeEkWVdkPvxFKbSpvyXDJTiRYQgnCcANK1,20201002,Pre Launch,0.00,-459 663.99,0.00,0.00,-459 663.99
Gg5faaBtPqkFTfByAsLT8Py3k9AFn85vnj,20201002,Pre Launch,0.00,-433 375.68,0.00,0.00,-433 375.68
GMnoQDBjr7vCbQ9eJeeHMPJBLVJtLDVbdq,20201002,Pre Launch,0.00,-432 838.21,0.00,0.00,-432 838.21
GdW1RVFSd3zzR1X84q7LHhDL1NYgL3Qkwd,20201002,Pre Launch,0.00,-426 979.76,0.00,0.00,-426 979.76
GeNy6CKydoncgvtXdv4wh9AbJGLma4SVsp,20201002,Pre Launch,0.00,-420 632.74,0.00,0.00,-420 632.74
GZjewyZPALqLF9oKgCYHeFAYj7agVGy4oG,20201002,Pre Launch,0.00,-396 342.02,0.00,0.00,-396 342.02
Gd6jpkQJVkpZx8uhQaDXGYLHaT5YerxkMY,20201002,Pre Launch,0.00,-366 302.28,0.00,0.00,-366 302.28
GUhPMeCv3NmKd4S1k8UPcnkFeXdbffdAc7,20201002,Pre Launch,0.00,-349 843.98,0.00,0.00,-349 843.98
GXL4G3df9HTt1xYgG9BnGmujN6P7WTh562,20201002,Pre Launch,0.00,-343 452.07,0.00,0.00,-343 452.07
GVDvtspcNE5kSbAvK4ccqyn1ztiDSuAHZi,20201002,Pre Launch,0.00,-341 843.32,0.00,0.00,-341 843.32
GNsfwLiMQCv4ThNaSqVps9zqTKcpD3QU35,20201002,Pre Launch,0.00,-325 576.50,0.00,0.00,-325 576.50
Ge5woHM3AZqpFzoSrGk17vFAYf9uGq2XEJ,20201002,Pre Launch,0.00,-317 200.71,0.00,0.00,-317 200.71
GefUwT9qJRJxivK82rGu2ikWLaWYqDgMSG,20201002,Pre Launch,0.00,-314 556.83,0.00,0.00,-314 556.83
GSxYTvnkFzZRnfNZnm6fm6w6B6BUdSkgiy,20201002,Pre Launch,0.00,-308 338.58,0.00,0.00,-308 338.58
GPJUXS2QeYAffUbHAEMPBTDH1SyRFh8T2L,20201002,Pre Launch,0.00,-306 249.32,0.00,0.00,-306 249.32
GNgVenRgtsE58aBBpSvzoMkUBd8SJV85nx,20201001,Pre Launch,0.00,-302 265.71,0.00,0.00,-302 265.71
Gf1PkLzzmYEJAXMQE3zBucaWGhiYcMF5Hu,20201002,Pre Launch,0.00,-293 226.13,0.00,0.00,-293 226.13
GQrZzvdPw9iU5HXTsj7XEGkxnUoT5GC62A,20201002,Pre Launch,0.00,-242 003.68,0.00,0.00,-242 003.68
GKCDfq1z6nrU1FzADFsmRjawBtXkQSPNY9,20201002,Pre Launch,0.00,-239 931.71,0.00,0.00,-239 931.71
GauBVi81ZyRLPxDcjEs8UvrJ8SQ5eZewi4,20201002,Pre Launch,0.00,-231 590.40,0.00,0.00,-231 590.40
GTq76jNDoti7M86Lq1PgSFRdnErK3cH3eN,20201002,Pre Launch,0.00,-225 557.30,0.00,0.00,-225 557.30
GW5B2mzLAg9i8yig7yx2jthnvuJP72kDa2,20201002,Pre Launch,0.00,-222 349.18,0.00,0.00,-222 349.18
GRsCDAMQwSMtqvKT2KL3BLBEGiupPmm6Fb,20201002,Pre Launch,0.00,-175 763.29,0.00,0.00,-175 763.29
GfVrroCnNf6Joigq9FuMVkvvz2QcFbTvY8,20201002,Pre Launch,0.00,-166 598.70,0.00,0.00,-166 598.70
GRhVCgrnwZt9rd5uwUiDPVy5AV8MhYuriJ,20201002,Pre Launch,0.00,-159 248.26,0.00,0.00,-159 248.26
GUK6PcagxeVHeQveKtPqCJFXV1Ey6YqiNo,20201002,Pre Launch,0.00,-110 121.31,0.00,0.00,-110 121.31
GUWuWgSC8P1Ji7M5j999ZR3JtVCHytY7hq,20201001,Pre Launch,0.00,-105 108.56,0.00,0.00,-105 108.56
GKyhFzj4YaxzHDFFpAjjAm8KXJXvCTusH2,20201013,Pre Launch,0.00,-999.00,0.00,0.00,-999.00
GM2owhE1fR2JbUSsQou3ZQXJcMmnU3ZVnu,20201012,Pre Launch,0.00,-999.00,0.00,0.00,-999.00
GVm3nh8MTr7KiKmbAcmdt9ZUdvCt8kTNMy,20201012,Pre Launch,0.00,-999.00,0.00,0.00,-999.00
GavV6KwpQX7S622bEmq7CoxHohgzpSDZpm,20201013,Pre Launch,-999.00,0.00,0.00,0.00,-999.00
GJmr429V3enfChrLeoc8d5kABX8hnD3qG3,20201012,Pre Launch,-999.00,0.00,0.00,0.00,-999.00
GeKiAEgyce2cJcdVAsCNNugPDfAwSK38h9,20201008,Pre Launch,-46.61,0.00,0.00,0.00,-46.61
Gh9uifyWQFKtexVzk4Y8oeVTMe2XqXA2n6,20201008,Pre Launch,-7.50,0.00,0.00,0.00,-7.50
GMPdiFCPYzH8H6QxrDgTvG6HUPJyozqpoE,20201008,Pre Launch,-26.61,0.00,0.00,0.00,-26.61
Ga2DJvBDVJNFjLdYQKT27cNkNd6s7TAoxS,20201002,Pre Launch,-1 877 276.45,0.00,0.00,0.00,-1 877 276.45
GaBi5eb1bJDCcpWs1Wrpp94jE3mW9Vb657,20201002,Pre Launch,-355 330.17,0.00,0.00,0.00,-355 330.17
GaCFXLVtPRGYHA8EFuZfD9dMnEVuC5fAgo,20201002,Pre Launch,-334 774.79,0.00,0.00,0.00,-334 774.79
GacUnCazAxNUr8nC4Qf3kcnugdB3YJZuwp,20201002,Pre Launch,-976 441.92,0.00,0.00,0.00,-976 441.92
GaCuRdz9SnMJssQ8FrDzY46DzuMPhVSLub,20201002,Pre Launch,-2 295 017.09,0.00,0.00,0.00,-2 295 017.09
GadBnFtjpXgC5naf8XL7RxhXFmpjcLtwPX,20201002,Pre Launch,-1 590 295.36,0.00,0.00,0.00,-1 590 295.36
GaeND8gppd3zsywh4Z7KJoVyh2YwCStbac,20201002,Pre Launch,-942 615.61,0.00,0.00,0.00,-942 615.61
GafNwszWEG8TP5fE7eP1WQhY3ugmUJjfZn,20201002,Pre Launch,-1 998 010.09,0.00,0.00,0.00,-1 998 010.09
GaGoHCWLo5AW3o5hCnrUCBLvP1VPzaU42W,20201002,Pre Launch,-515 946.01,0.00,0.00,0.00,-515 946.01
GaHg4iwHVFCSdQLeZhF4LYJSzZ9c6Fwaq9,20201002,Pre Launch,-1 052 264.75,0.00,0.00,0.00,-1 052 264.75
Gaj6qa1jnccdefoxmts9VasWZ1Hx61Ai3U,20201002,Pre Launch,-159 995.68,0.00,0.00,0.00,-159 995.68
GaLk4a2NQuYNQPD5s9JeKcDnGwBBHctTwD,20201002,Pre Launch,-107 576.63,0.00,0.00,0.00,-107 576.63
GasABCXHVYg2TUZAqYQUtZMd9wbQEWVFxB,20201002,Pre Launch,-342 383.57,0.00,0.00,0.00,-342 383.57
GaSmdqMS5G2MvxxtM9hgsRcnhaK7ieFzJc,20201002,Pre Launch,-705 270.23,0.00,0.00,0.00,-705 270.23
GatfzMRjraGpHP1LVuxhK87Re67ur3JYxQ,20201002,Pre Launch,-2 299 077.47,0.00,0.00,0.00,-2 299 077.47
Gaugo3D4UftNUtpT7xXuapfLakzyR9o5GP,20201002,Pre Launch,-2 466 698.30,0.00,0.00,0.00,-2 466 698.30
GauMM8wKQsnZ8DXh9Bt1Pv8YJJaSEpNYot,20201002,Pre Launch,-1 911 093.75,0.00,0.00,0.00,-1 911 093.75
Gav2CL6Em4VhwZnJPoonUhG4R5vAhNdiuh,20201002,Pre Launch,-1 027 892.66,0.00,0.00,0.00,-1 027 892.66
Gaw22kfiNYhFaVBHViAgojYyD5esMjJ9z1,20201002,Pre Launch,-2 497 211.79,0.00,0.00,0.00,-2 497 211.79
GayganyNKGRndmdgFTmqbmz9tDLi9YnUzv,20201002,Pre Launch,-1 612 437.52,0.00,0.00,0.00,-1 612 437.52
GaYiDCuSxLfdSTy6GanTqsbN7qYpPcyvLz,20201002,Pre Launch,-1 944 634.21,0.00,0.00,0.00,-1 944 634.21
Gb3bQ6mJ6LuT51zaoCiHyt9RuMwVJF384a,20201002,Pre Launch,-729 438.71,0.00,0.00,0.00,-729 438.71
Gb6HUSiRcpNqa2gQhpGKNcdtLqTKmfkyEn,20201002,Pre Launch,-1 566 740.34,0.00,0.00,0.00,-1 566 740.34
GbCTJkVVEP2M1YECAzUXmDhgyuH3KJ795S,20201002,Pre Launch,-1 671 411.32,0.00,0.00,0.00,-1 671 411.32
GbdSpqEHimkuau3YbZG5UKuhNKUPg2V23v,20201002,Pre Launch,-1 538 510.23,0.00,0.00,0.00,-1 538 510.23
GbeZPoXBAXrimvPueSvZXoUbPZgvjazQo1,20201002,Pre Launch,-499 616.56,0.00,0.00,0.00,-499 616.56
GbFMYh6gm6KpDguZv5AXY5SzzUtF9UKxLs,20201002,Pre Launch,-863 059.26,0.00,0.00,0.00,-863 059.26
GbHMuiiGRZWqo3DyWNUSfk8ukG6j5wEjRH,20201002,Pre Launch,-376 467.09,0.00,0.00,0.00,-376 467.09
GbKQPBfr8mSTXuoSkZFUbfHNQ7oeoYtLr4,20201002,Pre Launch,-728 594.98,0.00,0.00,0.00,-728 594.98
GbpKDoLefhWcCmWh9W9j9X5NxwvyKEzk44,20201002,Pre Launch,-291 598.71,0.00,0.00,0.00,-291 598.71
GbSFvJVtVjQ4bSMV5y2kQiQjhUA429gw4e,20201002,Pre Launch,-1 719 165.64,0.00,0.00,0.00,-1 719 165.64
GbUWZjmi9XJTVo1oF7RVY4XkpsrFZ6CLW1,20201002,Pre Launch,-460 474.19,0.00,0.00,0.00,-460 474.19
GbyRwaiVRxoA34KQvS5Px6woL45bAgSEtG,20201002,Pre Launch,-1 196 486.18,0.00,0.00,0.00,-1 196 486.18
GbZs3TBjyzCs2ogK5eHeTEFDEER7Hh4Tsf,20201002,Pre Launch,-2 061 904.85,0.00,0.00,0.00,-2 061 904.85
Gc2osffzqUqaDsvcg2TDqJJLc9WvS83ujX,20201002,Pre Launch,-696 498.41,0.00,0.00,0.00,-696 498.41
Gc5RNkshkLuYEJ7A7f5uRvYkqoLRUGvyLE,20201002,Pre Launch,-2 153 875.38,0.00,0.00,0.00,-2 153 875.38
Gc18UA69WTY7UBmP2rRPjiQcMARJR2WBon,20201002,Pre Launch,-193 478.34,0.00,0.00,0.00,-193 478.34
GccaEppYBTp4WsZdoQkxpfu3Q31SjkYQ4f,20201002,Pre Launch,-1 836 376.18,0.00,0.00,0.00,-1 836 376.18
GcDAJmaFbs6RwzVm9Evi6wQ3qDAzk6dhdK,20201002,Pre Launch,-1 162 240.24,0.00,0.00,0.00,-1 162 240.24
GcGkygKUhmBvWENwzzGYiZ9BZfck8qkYvm,20201002,Pre Launch,-1 029 459.92,0.00,0.00,0.00,-1 029 459.92
GcgX5WVbRU52SFhswUCpdZ1JQg1WtYvJ8v,20201002,Pre Launch,-1 666 474.22,0.00,0.00,0.00,-1 666 474.22
Gcm22ZwQ7fDfUmGq59aEm47ELmAze1RhMM,20201002,Pre Launch,-679 264.96,0.00,0.00,0.00,-679 264.96
GcPcuW1WrN8xGvUNi22Gi81ABjnfNqyqDM,20201002,Pre Launch,-1 055 094.64,0.00,0.00,0.00,-1 055 094.64
GcPnpMgck2HsGqPYcnEeQYykb1VsqyYMXy,20201002,Pre Launch,-300 886.41,0.00,0.00,0.00,-300 886.41
GcSxbXVpmVuFhpZtKtLgXaUU5iGXwpnrYN,20201002,Pre Launch,-251 295.64,0.00,0.00,0.00,-251 295.64
Gct3XvzfKVFDEVy8U9tjQ6kpDkZ4eiJV1i,20201002,Pre Launch,-2 286 417.69,0.00,0.00,0.00,-2 286 417.69
GcTTGJErVM2iNevZ8dk1RuZDLS9hGGvPZc,20201002,Pre Launch,-2 245 014.00,0.00,0.00,0.00,-2 245 014.00
Gcu4GRvNHfXFBR8entjzdV3qj7yYr91fkm,20201002,Pre Launch,-1 006 269.23,0.00,0.00,0.00,-1 006 269.23
GcxwXG2W7cWMqkvzkUiBAaERLceMZWdpnS,20201002,Pre Launch,-114 309.28,0.00,0.00,0.00,-114 309.28
GcZtKJGfNTjAfLikjDFotzhqzAfLXouTN4,20201002,Pre Launch,-1 627 271.35,0.00,0.00,0.00,-1 627 271.35
Gd3HymK8efuEqjaCk8ijtrN6kHKz7zurej,20201002,Pre Launch,-629 944.59,0.00,0.00,0.00,-629 944.59
Gd3Y9EN44hyo6m6SLg4fGus9ZfRRPx1maE,20201002,Pre Launch,-1 059 413.93,0.00,0.00,0.00,-1 059 413.93
Gd4ZnyZsE1EWr8h5k25K91Sv93oUBbe1Tg,20201002,Pre Launch,-1 108 653.92,0.00,0.00,0.00,-1 108 653.92
Gd5LLocAtBT27KSAQsgmAUR7uDA1eazbpH,20201002,Pre Launch,-2 099 193.59,0.00,0.00,0.00,-2 099 193.59
Gd8stXhbbd6gnPqphfXPtyK2Vm4TgiPf6F,20201002,Pre Launch,-1 706 483.09,0.00,0.00,0.00,-1 706 483.09
Gd8xUpz9Wmb3YBvuh4qZF4ctydafPQvN5a,20201002,Pre Launch,-744 173.88,0.00,0.00,0.00,-744 173.88
GdbvCmVQkYRs2B2pgtJM2m2zmczhCmMzhU,20201002,Pre Launch,-294 320.66,0.00,0.00,0.00,-294 320.66
GdC1vRjBmTr2Fbe33Ls68DkUu67vTDAXDn,20201002,Pre Launch,-533 691.61,0.00,0.00,0.00,-533 691.61
GdCJgZEcSK6FZvq4EbDQVGU7ZooH5yJzfd,20201002,Pre Launch,-1 350 780.15,0.00,0.00,0.00,-1 350 780.15
GdDMDQodyChM8J4cH1egwM2n6TkXaTZ3kY,20201002,Pre Launch,-1 171 006.89,0.00,0.00,0.00,-1 171 006.89
GdeYytvCm5bG399a7sJa5CMgw9dnEqmxff,20201002,Pre Launch,-169 739.14,0.00,0.00,0.00,-169 739.14
GdfeKzAac6462FXJ1JshJDYz2q8trXxYep,20201002,Pre Launch,-694 379.55,0.00,0.00,0.00,-694 379.55
GdjnazProueLwhdtjVi73r7vy4xtJiAs9v,20201002,Pre Launch,-2 139 014.61,0.00,0.00,0.00,-2 139 014.61
GdM9VydC8xpQDQqfr19mDpcyMRo2HRdLPh,20201002,Pre Launch,-608 888.14,0.00,0.00,0.00,-608 888.14
GdNyBkSbMpFWhSd6PNUPwDyE1crZBGUk9U,20201002,Pre Launch,-713 080.87,0.00,0.00,0.00,-713 080.87
GdPgfC1CdBV4meJ44Syvb1mWJNiF5zYjjg,20201002,Pre Launch,-514 814.46,0.00,0.00,0.00,-514 814.46
GdVFUT81DSiMxyq8cyj5idx7ai3sq4EPXP,20201002,Pre Launch,-1 827 946.22,0.00,0.00,0.00,-1 827 946.22
GdWUVdxu6Rie3JYMxVvw47EnbgSXTXcAAN,20201002,Pre Launch,-2 044 745.75,0.00,0.00,0.00,-2 044 745.75
GdyJhuHY9woZPFcAry8wpWdwYwPeBaGLae,20201002,Pre Launch,-903 845.87,0.00,0.00,0.00,-903 845.87
GdzdJ8uxKnFpeBtbe3VSrZHHGzpZ99L1Ky,20201002,Pre Launch,-1 452 582.38,0.00,0.00,0.00,-1 452 582.38
GdZupHMp3sSCKBX4YNjQBU8TPqHSVK3xtk,20201002,Pre Launch,-999 702.26,0.00,0.00,0.00,-999 702.26
Ge3VZXRHaAoKkGN67pjmU9m6zVLsxKvLF3,20201002,Pre Launch,-612 326.54,0.00,0.00,0.00,-612 326.54
Ge24x8ZUJWSi4YoSjCdpvXrr6APknazhm3,20201002,Pre Launch,-1 403 009.31,0.00,0.00,0.00,-1 403 009.31
Ge37q7bFMgZThXm6f4MzUDPxJBEUaHCg8a,20201002,Pre Launch,-2 432 536.66,0.00,0.00,0.00,-2 432 536.66
Ge47SwY4Lq6Z48KLpzspXbSuVk6anuk9yL,20201002,Pre Launch,-899 517.80,0.00,0.00,0.00,-899 517.80
GeDebgJDu5DP2HeEYouYy3E7yXWGo6ZH8v,20201002,Pre Launch,-2 660 101.90,0.00,0.00,0.00,-2 660 101.90
GeeJRFrNr4o1LbrVmAKSG56pWRpPdpcSxP,20201002,Pre Launch,-2 058 288.21,0.00,0.00,0.00,-2 058 288.21
GeeswNJiLQccvR5mRQKv5MgtXEfVqwg5xM,20201002,Pre Launch,-841 115.88,0.00,0.00,0.00,-841 115.88
GefcaFqse8ikio5Soudqu23RMZ3iF8ozXP,20201002,Pre Launch,-153 145.55,0.00,0.00,0.00,-153 145.55
GefuTjx37XptDfZr3orJ83rYDXcREYUK5B,20201002,Pre Launch,-674 889.17,0.00,0.00,0.00,-674 889.17
GeL1c9CF2kqDBbEmKU1QE5i6urmY28cQYY,20201002,Pre Launch,-1 192 305.08,0.00,0.00,0.00,-1 192 305.08
GeL9HT73HkPt7fttJAsZJ3qG51qWPY9nnS,20201002,Pre Launch,-2 312 963.40,0.00,0.00,0.00,-2 312 963.40
GeLcXnVQfaRSfUk93dEoWa1bUHk9uZtFnm,20201002,Pre Launch,-1 092 547.09,0.00,0.00,0.00,-1 092 547.09
GeMfS1sNhZqoa9rxJa936jB8xmWYZeFTxg,20201002,Pre Launch,-2 254 769.36,0.00,0.00,0.00,-2 254 769.36
GengiCL5s8e6WC9bmED7vy6785sLiqT5Kd,20201002,Pre Launch,-500 345.87,0.00,0.00,0.00,-500 345.87
GeNqbnghLJiuJbZS8u5SHyUYWft6YAXoMt,20201002,Pre Launch,-1 271 492.47,0.00,0.00,0.00,-1 271 492.47
GeqL4BL9FWRGWLHDiuKSR63TCFahFcbAjQ,20201002,Pre Launch,-1 488 884.47,0.00,0.00,0.00,-1 488 884.47
GeQQ7q5psqbaEA4R4XKkwqVW56NShTVjr1,20201002,Pre Launch,-1 294 027.36,0.00,0.00,0.00,-1 294 027.36
GetKqFxNW6uYcQHtdWgAoQ9vqLBJdcLUQU,20201002,Pre Launch,-2 205 168.72,0.00,0.00,0.00,-2 205 168.72
GeTu1AVDL7ciMMghrjsxbQSqjeZH5o5HfK,20201002,Pre Launch,-1 984 218.60,0.00,0.00,0.00,-1 984 218.60
GevLTzc3w5dPp84osXLeARm1fkByNVbDgq,20201002,Pre Launch,-2 292 057.67,0.00,0.00,0.00,-2 292 057.67
GevtZ4Ea3xrR54wLXdd26sCZegeNoQQ9Wn,20201002,Pre Launch,-2 186 308.89,0.00,0.00,0.00,-2 186 308.89
GeXbc54uEWEiDP9zh1WLNkXBXc4tLtfCvR,20201002,Pre Launch,-264 114.65,0.00,0.00,0.00,-264 114.65
GeycLToLdMJkVEwrzwbKYiHRQPTRYC6YKW,20201002,Pre Launch,-1 344 679.52,0.00,0.00,0.00,-1 344 679.52
GeYe2BMWMTGfNqRbcNDugXGgGtrQ7oirVQ,20201002,Pre Launch,-2 317 659.29,0.00,0.00,0.00,-2 317 659.29
Gf4YBNooDpYrNpPoyvbWxmYYtMHqfXjFxa,20201002,Pre Launch,-1 563 232.98,0.00,0.00,0.00,-1 563 232.98
Gf6EvUXm1xkTifpSsRyqNCjxyny8Cgzbp7,20201002,Pre Launch,-2 404 863.38,0.00,0.00,0.00,-2 404 863.38
Gf6f5i71nNs8RfAwm5YSvXqXJ6YaWRP7pf,20201002,Pre Launch,-2 098 554.80,0.00,0.00,0.00,-2 098 554.80
Gf6MKpZGknp8fBRfzNpcePD4Ku2bS1K4Bx,20201002,Pre Launch,-2 354 397.21,0.00,0.00,0.00,-2 354 397.21
Gf8G8krbWc2QnybTrz34QyzUittEgY4KSP,20201002,Pre Launch,-1 263 253.73,0.00,0.00,0.00,-1 263 253.73
Gf36QoEw5jyVLQRjQwu4TfBMLbk8Zf7TJm,20201002,Pre Launch,-1 873 748.60,0.00,0.00,0.00,-1 873 748.60
GfAznX7c5uo9fMQLjHSjQo7UEqwgh6VQth,20201002,Pre Launch,-564 193.98,0.00,0.00,0.00,-564 193.98
GfBaBBEJMP3zRAJLjjJUy2S8ZVAwmPMiDW,20201002,Pre Launch,-1 580 677.41,0.00,0.00,0.00,-1 580 677.41
GfcU9rCERyzsa5Jo45BRJiTVAB8TmEQ1Bz,20201002,Pre Launch,-2 353 428.69,0.00,0.00,0.00,-2 353 428.69
GfDdp2DGAGafGLdDm8xjtXC9BNEFsjPLBc,20201002,Pre Launch,-1 751 855.50,0.00,0.00,0.00,-1 751 855.50
GfdyLuk35uxshibhb6yZTCvUexBwQBnukp,20201002,Pre Launch,-918 989.59,0.00,0.00,0.00,-918 989.59
GfGPTaFFDkeXBFbnCWa3BQh2A9e7ZRoirV,20201002,Pre Launch,-2 483 105.02,0.00,0.00,0.00,-2 483 105.02
GfgXSkFmQ3ukgLwfrZbhojt2jpruUxKCTU,20201002,Pre Launch,-1 521 677.35,0.00,0.00,0.00,-1 521 677.35
GfHFw9Zu5urrpgo6uuP9uzCeJeoFbdkNZo,20201002,Pre Launch,-413 679.89,0.00,0.00,0.00,-413 679.89
Gfhsw6gFtAA4d5rWnmzPxuNfzCHmbiDxNw,20201002,Pre Launch,-823 123.09,0.00,0.00,0.00,-823 123.09
GfHwViLfLpCatdMyyzyJfNu1tfWZcZngrL,20201002,Pre Launch,-1 940 000.87,0.00,0.00,0.00,-1 940 000.87
GfJpJpgDZgPu3qJv76BS7vQ1hg6dWfBybZ,20201002,Pre Launch,-754 608.33,0.00,0.00,0.00,-754 608.33
GfKDKWVP8dht6uu4fXkM1UcDNdayiN9pJB,20201002,Pre Launch,-652 193.51,0.00,0.00,0.00,-652 193.51
GfknKVKNuvXpyw1HV2AsKCPY7rkBRDYuDT,20201002,Pre Launch,-2 235 043.62,0.00,0.00,0.00,-2 235 043.62
GfNcdciQXMmGqMYkd8b45eHMjqn4PG4GAW,20201002,Pre Launch,-1 606 317.66,0.00,0.00,0.00,-1 606 317.66
GfnDNhtPiJQyg8BZgaRsoUNYhVSnXxDJUU,20201002,Pre Launch,-448 418.19,0.00,0.00,0.00,-448 418.19
